Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Discount,Discounted Ammount,Special extra Discount from the Dealer of SUV (20%)
2035-11-03,Alix,Male,857000,Capitol KIA,Pontiac,Firebird,Manual,Black,43000,38701-8047,Hardtop,7177185,Janesville,10%,"$4,300.00",
2035-11-04,Evelyn,Male,13500,New Castle Ford Lincoln Mercury,Toyota,Sienna,Manual,Black,27000,60504-7114,Passenger,6587016,Janesville,10%,"$2,700.00",
2035-11-05,Evelyn,Female,1305000,Scrivener Performance Engineering,Chevrolet,Prizm,Manual,Black,16500,38701-8047,SUV,8159502,Greenville,10%,"$1,650.00",
2035-11-06,Fatima,Male,1350000,Star Enterprises Inc,Acura,TL,Manual,Pale White,14000,99301-3882,Hatchback,8995338,Pasco,10%,"$1,400.00",
2035-11-07,Fiona,Male,1905000,Suburban Ford,Dodge,Intrepid,Auto,Red,31500,53546-9427,Sedan,6778376,Janesville,10%,"$3,150.00",
2035-11-08,Gianna,Male,3300000,Tri-State Mack Inc,Chevrolet,Prizm,Auto,Black,16000,85257-3102,SUV,6524864,Scottsdale,10%,"$1,600.00",
2035-11-09,Hailey,Male,2251000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,Auto,Black,16100,06457-3834,Sedan,7612120,Middletown,10%,"$1,610.00",
2035-11-10,Hannah,Male,13500,C & M Motors Inc,Lincoln,Town car,Auto,Pale White,18000,60504-7114,Hatchback,6025932,Aurora,10%,"$1,800.00",
2035-11-11,Helen,Male,13500,Capitol KIA,Ford,Explorer,Auto,Black,22000,38701-8047,Hatchback,6933911,Greenville,10%,"$2,200.00",
2035-11-12,Gitty,Male,780000,Iceberg Rentals,Toyota,RAV4,Manual,Pale White,22000,53546-9427,Hatchback,8874040,Janesville,10%,"$2,200.00",
2035-11-13,Giulia,Male,1190000,McKinney Dodge Chrysler Jeep,Mercury,Cougar,Manual,Red,22000,85257-3102,Hatchback,6914346,Scottsdale,10%,"$2,200.00",
2035-11-14,Giuliana,Male,1170000,Motor Vehicle Branch Office,Lincoln,Town car,Manual,Black,17000,78758-7841,Hatchback,6253631,Austin,10%,"$1,700.00",
2035-11-15,Golda,Male,660000,Nebo Chevrolet,Saturn,LS,Auto,Pale White,51000,06457-3834,Sedan,8746142,Middletown,10%,"$5,100.00",
2035-11-16,Goldy,Male,920000,New Castle Ford Lincoln Mercury,Lexus,GS400,Auto,Pale White,25000,60504-7114,Hatchback,7464201,Aurora,10%,"$2,500.00",
2035-11-17,Grace,Male,1115000,Pars Auto Sales,Honda,CR-V,Auto,Red,39500,38701-8047,SUV,7062487,Greenville,10%,"$3,950.00",
2035-11-18,Greta,Male,550000,Pitre Buick-Pontiac-Gmc of Scottsdale,Lincoln,Continental,Manual,Pale White,20000,99301-3882,Passenger,6207771,Pasco,10%,"$2,000.00",
2035-11-19,Lila,Male,145000,Nebo Chevrolet,Oldsmobile,Silhouette,Manual,Pale White,14000,06457-3834,Sedan,7189471,Middletown,10%,"$1,400.00",
2035-11-20,Lilah,Male,905000,New Castle Ford Lincoln Mercury,Volkswagen,Passat,Auto,Black,9000,60504-7114,Hatchback,8978556,Aurora,10%,$900.00,
2035-11-21,Liliana,Male,13500,Pars Auto Sales,Nissan,Frontier,Manual,Pale White,12000,38701-8047,Hatchback,8373978,Greenville,10%,"$1,200.00",
2035-11-22,Lillian,Male,860000,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Windstar,Auto,Red,31000,99301-3882,Sedan,6973741,Pasco,10%,"$3,100.00",
2035-11-23,Lilly,Male,953000,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,Auto,Red,31000,53546-9427,SUV,7310867,Janesville,10%,"$3,100.00",
2035-11-24,Lily,Male,735000,Rabun Used Car Sales,Plymouth,Neon,Manual,Black,29000,85257-3102,SUV,6139953,Scottsdale,10%,"$2,900.00",
2035-11-25,Lina,Male,13500,Race Car Help,Dodge,Viper,Auto,Red,31000,78758-7841,SUV,6476084,Austin,10%,"$3,100.00",
2035-11-26,Victor,Male,820000,Suburban Ford,Dodge,Viper,Auto,Red,41000,53546-9427,SUV,6915546,Janesville,10%,"$4,100.00",
2035-11-27,Sean,Female,13500,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Montero Sport,Manual,Red,29000,06457-3834,Hardtop,8362936,Middletown,10%,"$2,900.00",
2035-11-28,William,Male,13500,Progressive Shippers Cooperative Association No,Subaru,Forester,Auto,Black,22000,53546-9427,Hardtop,7308589,Janesville,10%,"$2,200.00",
2035-11-29,Kelliane,Male,13500,Progressive Shippers Cooperative Association No,Cadillac,Escalade,Auto,Pale White,38000,53546-9427,Sedan,7971159,Janesville,10%,"$3,800.00",
2035-11-30,Jordan,Female,13500,Rabun Used Car Sales,Chrysler,300M,Auto,Red,16000,85257-3102,SUV,8869192,Scottsdale,10%,"$1,600.00",
2035-12-01,Loriane,Male,600000,Race Car Help,Oldsmobile,Aurora,Manual,Red,71000,78758-7841,Passenger,8360246,Austin,10%,"$7,100.00",
2035-12-02,Solene,Female,622000,Ryder Truck Rental and Leasing,Saab,3-Sep,Auto,Black,26000,06457-3834,Sedan,7100956,Middletown,10%,"$2,600.00",
2035-12-03,Clement,Male,721000,Classic Chevy,Chevrolet,Prizm,Auto,Black,16000,85257-3102,Hardtop,6762870,Janesville,10%,"$1,600.00",
2035-12-04,Marina,Female,1250000,Iceberg Rentals,Infiniti,I30,Manual,Red,22000,53546-9427,Hardtop,7504863,Pasco,10%,"$2,200.00",
2035-12-05,Fiona,Male,1410000,Progressive Shippers Cooperative Association No,Ford,Escort,Auto,Red,15000,53546-9427,Passenger,7779887,Middletown,10%,"$1,500.00",
2035-12-06,Gabriella,Male,13500,Rabun Used Car Sales,Mercedes-B,SLK230,Manual,Red,71000,85257-3102,Hatchback,7514723,Aurora,10%,"$7,100.00",
2035-12-07,Grace,Male,1620000,Race Car Help,Volkswagen,Cabrio,Auto,Pale White,17000,78758-7841,Sedan,7253010,Greenville,10%,"$1,700.00",
2035-12-08,Tom,Female,13500,Motor Vehicle Branch Office,Saturn,SC,Manual,Red,61000,78758-7841,Hardtop,8254012,Scottsdale,10%,"$6,100.00",
2035-12-09,Robin,Male,2400000,U-Haul CO,Dodge,Caravan,Auto,Black,23000,78758-7841,Hardtop,7518417,Scottsdale,10%,"$2,300.00",
2035-12-10,Irene,Female,2160000,Chrysler of Tri-Cities,Honda,Accord,Auto,Pale White,21000,99301-3882,Sedan,8225930,Pasco,10%,"$2,100.00",
2035-12-11,Iris,Male,2205000,Chrysler Plymouth,Ford,Taurus,Manual,Red,22500,53546-9427,SUV,6711003,Janesville,10%,"$2,250.00",
2035-12-12,Isabel,Male,1265000,Classic Chevy,Chevrolet,Metro,Auto,Pale White,19500,85257-3102,Passenger,8390188,Scottsdale,10%,"$1,950.00",
2035-12-13,Isabella,Male,13500,Clay Johnson Auto Sales,Toyota,Camry,Auto,Red,31000,78758-7841,Hatchback,8449138,Austin,10%,"$3,100.00",
2035-12-14,Isabelle,Female,13500,Diehl Motor CO Inc,Mercury,Sable,Manual,Red,61000,06457-3834,Sedan,8132374,Middletown,10%,"$6,100.00",
2035-12-15,Ivy,Male,2000000,Enterprise Rent A Car,Lincoln,Town car,Auto,Black,26000,60504-7114,Hatchback,8650147,Aurora,10%,"$2,600.00",
2035-12-16,Janice,Male,1750000,Gartner Buick Hyundai Saab,Chevrolet,Corvette,Manual,Black,26000,38701-8047,SUV,6109304,Greenville,10%,"$2,600.00",
2035-12-17,Hadassah,Male,1171000,Progressive Shippers Cooperative Association No,Honda,Accord,Manual,Black,43100,53546-9427,Sedan,6669433,Janesville,10%,"$4,310.00",
2035-12-18,Hadley,Male,1060000,Rabun Used Car Sales,Plymouth,Prowler,Auto,Pale White,27000,85257-3102,Hatchback,7909400,Scottsdale,10%,"$2,700.00",
2035-12-19,Hailey,Male,996000,Race Car Help,Toyota,RAV4,Auto,Black,28000,78758-7841,Hatchback,6224967,Austin,10%,"$2,800.00",
2035-12-20,Hana,Male,617500,Ryder Truck Rental and Leasing,Chevrolet,Monte Carlo,Manual,Black,44500,06457-3834,Hatchback,6867499,Middletown,10%,"$4,450.00",
2035-12-21,Hanna,Male,817000,Saab-Belle Dodge,Honda,CR-V,Auto,Black,31000,60504-7114,SUV,6978122,Aurora,10%,"$3,100.00",
2035-12-22,Hannah,Male,575000,Scrivener Performance Engineering,Lincoln,Navigator,Auto,Black,19000,38701-8047,Sedan,7530750,Greenville,10%,"$1,900.00",
2035-12-23,Harper,Male,13500,Star Enterprises Inc,Nissan,Frontier,Auto,Pale White,26000,99301-3882,Hatchback,7288590,Pasco,10%,"$2,600.00",
2035-12-24,Lola,Male,550000,Ryder Truck Rental and Leasing,BMW,528i,Auto,Pale White,62000,06457-3834,SUV,7398021,Middletown,10%,"$6,200.00",
2035-12-25,London,Female,790000,Saab-Belle Dodge,Mercury,Villager,Manual,Pale White,14000,60504-7114,Passenger,6086557,Aurora,10%,"$1,400.00",
2035-12-26,Lucia,Male,1100000,Scrivener Performance Engineering,Mitsubishi,3000GT,Manual,Black,18000,38701-8047,Sedan,6789247,Greenville,10%,"$1,800.00",
2035-12-27,Lucy,Male,947000,Star Enterprises Inc,Mercedes-B,E-Class,Auto,Pale White,31000,99301-3882,Sedan,8478515,Pasco,10%,"$3,100.00",
2035-12-28,Lyla,Male,13500,Suburban Ford,Acura,RL,Manual,Pale White,17000,53546-9427,SUV,6106986,Janesville,10%,"$1,700.00",
2035-12-29,Mackenzie,Male,500000,Tri-State Mack Inc,Volkswagen,Jetta,Auto,Red,16000,85257-3102,Passenger,8432527,Scottsdale,10%,"$1,600.00",
2035-12-30,Madeleine,Male,865000,U-Haul CO,Chevrolet,Prizm,Manual,Red,22000,78758-7841,SUV,6068498,Austin,10%,"$2,200.00",
2035-12-31,Eoen,Male,950000,Saab-Belle Dodge,Toyota,Land Cruiser,Auto,Black,21000,60504-7114,SUV,6648082,Aurora,10%,"$2,100.00",
2036-01-01,Xavier,Male,2150500,Race Car Help,Saturn,SC,Manual,Red,61050,78758-7841,Hardtop,6477786,Austin,10%,"$6,105.00",
2036-01-02,Hugo,Male,605000,Star Enterprises Inc,Lexus,LS400,Manual,Black,69000,99301-3882,Sedan,7188439,Pasco,10%,"$6,900.00",
2036-01-03,Adam,Male,13500,Saab-Belle Dodge,Mercedes-B,SL-Class,Manual,Red,17000,60504-7114,Hardtop,7734641,Aurora,10%,"$1,700.00",
2036-01-04,Isaiah,Male,386000,Buddy Storbeck's Diesel Service Inc,Jeep,Cherokee,Auto,Pale White,36000,06457-3834,Sedan,7451483,Middletown,10%,"$3,600.00",
2036-01-05,Aharon,Male,1300000,Star Enterprises Inc,Ford,Focus,Manual,Red,17000,99301-3882,Hardtop,6250205,Pasco,10%,"$1,700.00",
2036-01-06,Ismael,Male,725000,Capitol KIA,Buick,Regal,Auto,Black,19000,38701-8047,Passenger,7870126,Greenville,10%,"$1,900.00",
2036-01-07,Benjamin,Male,2180000,Race Car Help,Mitsubishi,Montero Sport,Manual,Red,29000,78758-7841,Hardtop,8428986,Aurora,10%,"$2,900.00",
2036-01-08,Margot,Male,1052500,Saab-Belle Dodge,Mercedes-B,SL-Class,Manual,Pale White,26250,60504-7114,Hardtop,8246512,Pasco,10%,"$2,625.00",
2036-01-09,Hazel,Male,510000,Suburban Ford,Chevrolet,Metro,Manual,Pale White,13000,53546-9427,Passenger,8232546,Middletown,10%,"$1,300.00",
2036-01-10,Helen,Male,1925000,Tri-State Mack Inc,Volkswagen,Cabrio,Auto,Black,16500,85257-3102,Sedan,8354762,Aurora,10%,"$1,650.00",
2036-01-11,Irene,Male,890000,U-Haul CO,Volkswagen,Jetta,Manual,Red,24000,78758-7841,Passenger,8461141,Greenville,10%,"$2,400.00",
2036-01-12,Iris,Male,1500000,Progressive Shippers Cooperative Association No,BMW,323i,Auto,Red,22000,53546-9427,Hatchback,6916782,Pasco,10%,"$2,200.00",
2036-01-13,Isabella,Male,950000,Rabun Used Car Sales,Chevrolet,Cavalier,Manual,Pale White,20000,85257-3102,SUV,8990081,Janesville,10%,"$2,000.00",
2036-01-14,Jannat,Male,1450000,Hatfield Volkswagen,Chrysler,LHS,Auto,Pale White,21000,99301-3882,Hatchback,6709179,Pasco,10%,"$2,100.00",
2036-01-15,Jasmine,Male,2614000,Iceberg Rentals,Mercedes-B,S-Class,Auto,Black,39400,53546-9427,SUV,7070972,Janesville,10%,"$3,940.00",
2036-01-16,Jennifer,Male,1825000,McKinney Dodge Chrysler Jeep,Chevrolet,Malibu,Manual,Red,82500,85257-3102,SUV,7920100,Scottsdale,10%,"$8,250.00",
2036-01-17,Jenny,Male,2550000,Motor Vehicle Branch Office,Chrysler,300M,Auto,Red,16000,78758-7841,SUV,7589570,Austin,10%,"$1,600.00",
2036-01-18,Jessica,Male,13500,Nebo Chevrolet,Mercedes-B,SLK230,Manual,Red,71000,06457-3834,Hatchback,7701626,Middletown,10%,"$7,100.00",
2036-01-19,Jessie,Male,1570000,New Castle Ford Lincoln Mercury,Lexus,LX470,Manual,Pale White,54000,60504-7114,SUV,6851956,Aurora,10%,"$5,400.00",
2036-01-20,Jia,Female,13500,Pars Auto Sales,Ford,Crown Victoria,Auto,Red,29000,38701-8047,Passenger,6600314,Greenville,10%,"$2,900.00",
2036-01-21,Joanna,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Aurora,Auto,Red,24000,99301-3882,Passenger,7887544,Pasco,10%,"$2,400.00",
2036-01-22,Jocelyn,Male,3250000,Progressive Shippers Cooperative Association No,Plymouth,Voyager,Auto,Pale White,22000,53546-9427,Passenger,7797658,Janesville,10%,"$2,200.00",
2036-01-23,Joy,Female,13500,Rabun Used Car Sales,Chevrolet,Prizm,Auto,Pale White,42000,85257-3102,SUV,6715605,Scottsdale,10%,"$4,200.00",
2036-01-24,Joyce,Male,1750000,Race Car Help,Nissan,Pathfinder,Manual,Pale White,16000,78758-7841,SUV,7945496,Austin,10%,"$1,600.00",
2036-01-25,Julia,Male,1150000,Ryder Truck Rental and Leasing,Honda,Odyssey,Manual,Pale White,54000,06457-3834,Passenger,8884162,Middletown,10%,"$5,400.00",
2036-01-26,Kaitlyn,Male,13500,Saab-Belle Dodge,Chrysler,LHS,Auto,Black,26000,60504-7114,Hatchback,7929845,Aurora,10%,"$2,600.00",
2036-01-27,Karen,Male,13500,Scrivener Performance Engineering,Chevrolet,Lumina,Manual,Black,42000,38701-8047,Passenger,6886185,Greenville,10%,"$4,200.00",
2036-01-28,Hazel,Female,645000,Suburban Ford,Volkswagen,Jetta,Auto,Red,69000,53546-9427,Passenger,8314131,Janesville,10%,"$6,900.00",
2036-01-29,Helen,Female,13500,Tri-State Mack Inc,Ford,Mustang,Manual,Black,22000,85257-3102,Hatchback,7941621,Scottsdale,10%,"$2,200.00",
2036-01-30,Helena,Female,750000,U-Haul CO,Volvo,S80,Manual,Pale White,21000,78758-7841,Sedan,8267948,Austin,10%,"$2,100.00",
2036-01-31,Henny,Male,635000,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,Manual,Red,21000,53546-9427,Sedan,6720065,Janesville,10%,"$2,100.00",
2036-02-01,Xavier,Male,550000,U-Haul CO,Volvo,S70,Manual,Pale White,24000,78758-7841,Hardtop,6266858,Austin,10%,"$2,400.00",
2036-02-02,Hindy,Male,700000,Race Car Help,Mercedes-B,C-Class,Manual,Pale White,17000,78758-7841,Hatchback,7953586,Austin,10%,"$1,700.00",
2036-02-03,Idy,Male,860000,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,Auto,Black,60000,06457-3834,Sedan,8208180,Middletown,10%,"$6,000.00",
2036-02-04,Ines,Male,1000000,Saab-Belle Dodge,Plymouth,Neon,Auto,Pale White,27000,60504-7114,SUV,8807252,Aurora,10%,"$2,700.00",
2036-02-05,Iris,Male,1250000,Scrivener Performance Engineering,Honda,Accord,Auto,Pale White,21000,38701-8047,Sedan,6222715,Greenville,10%,"$2,100.00",
2036-02-06,Isabel,Male,1280000,Star Enterprises Inc,Cadillac,Eldorado,Manual,Black,29000,99301-3882,Passenger,8267222,Pasco,10%,"$2,900.00",
2036-02-07,Isabella,Male,615000,Suburban Ford,Volkswagen,Jetta,Auto,Black,22000,53546-9427,Passenger,7203759,Janesville,10%,"$2,200.00",
2036-02-08,Isabelle,Male,314000,Tri-State Mack Inc,Dodge,Stratus,Manual,Red,37000,85257-3102,Hatchback,7926436,Scottsdale,10%,"$3,700.00",
2036-02-09,Isla,Male,1341000,U-Haul CO,Hyundai,Sonata,Manual,Pale White,13100,78758-7841,SUV,6157804,Austin,10%,"$1,310.00",
2036-02-10,Ivy,Female,700000,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,Auto,Black,24000,06457-3834,SUV,8897293,Middletown,10%,"$2,400.00",
2036-02-11,Madeline,Male,13500,Progressive Shippers Cooperative Association No,Dodge,Ram Wagon,Auto,Black,22000,53546-9427,Passenger,7854529,Janesville,10%,"$2,200.00",
2036-02-12,Madelyn,Male,466000,Rabun Used Car Sales,Nissan,Frontier,Manual,Black,53000,85257-3102,Hatchback,6898272,Scottsdale,10%,"$5,300.00",
2036-02-13,Madison,Male,740000,Race Car Help,Volvo,S40,Manual,Red,22000,78758-7841,Sedan,7654507,Austin,10%,"$2,200.00",
2036-02-14,Maeve,Male,812000,Ryder Truck Rental and Leasing,Honda,Civic,Auto,Pale White,25000,06457-3834,Hatchback,7502937,Middletown,10%,"$2,500.00",
2036-02-15,Makayla,Male,766000,Saab-Belle Dodge,Oldsmobile,Bravada,Auto,Black,26000,60504-7114,Hatchback,7629708,Aurora,10%,"$2,600.00",
2036-02-16,Malak,Male,825000,Scrivener Performance Engineering,Ford,F-Series,Manual,Black,38000,38701-8047,Passenger,8279708,Greenville,10%,"$3,800.00",
2036-02-17,Malka,Male,1131000,Star Enterprises Inc,Pontiac,Sunfire,Manual,Red,43100,99301-3882,Sedan,6887359,Pasco,10%,"$4,310.00",
2036-02-18,Malky,Male,1064000,Suburban Ford,Volkswagen,Passat,Auto,Red,13400,53546-9427,Hatchback,6315404,Janesville,10%,"$1,340.00",
2036-02-19,Margaret,Male,610000,Tri-State Mack Inc,Ford,F-Series,Manual,Red,13000,85257-3102,Passenger,8515008,Scottsdale,10%,"$1,300.00",
2036-02-20,Maria,Male,1210000,U-Haul CO,BMW,328i,Auto,Black,16001,78758-7841,Sedan,6913210,Austin,10%,"$1,600.10",
2036-02-21,Mariam,Male,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Monte Carlo,Auto,Red,20001,06457-3834,Hatchback,8796377,Middletown,10%,"$2,000.10",
2036-02-22,Mary,Female,13500,C & M Motors Inc,Chrysler,300M,Auto,Black,26001,60504-7114,SUV,7501055,Aurora,10%,"$2,600.10",
2036-02-23,Matilda,Male,434000,Capitol KIA,Cadillac,Eldorado,Manual,Pale White,13001,38701-8047,Passenger,7579798,Greenville,10%,"$1,300.10",
2036-02-24,Maya,Male,13500,Chrysler of Tri-Cities,Plymouth,Voyager,Manual,Red,20001,99301-3882,Passenger,6141122,Pasco,10%,"$2,000.10",
2036-02-25,Andrew,Male,769000,Iceberg Rentals,Nissan,Pathfinder,Auto,Red,21000,53546-9427,Hardtop,6809527,Janesville,10%,"$2,100.00",
2036-02-26,Jace,Male,2800000,Chrysler Plymouth,Mercury,Grand Marquis,Auto,Black,19000,53546-9427,SUV,8836336,Janesville,10%,"$1,900.00",
2036-02-27,Jacob,Female,13500,Classic Chevy,Ford,Crown Victoria,Auto,Red,29000,85257-3102,Passenger,7653720,Scottsdale,10%,"$2,900.00",
2036-02-28,Jaden,Male,345000,Clay Johnson Auto Sales,Oldsmobile,Cutlass,Auto,Pale White,46000,78758-7841,Sedan,7781164,Austin,10%,"$4,600.00",
2036-02-29,Anthony,Female,13500,Motor Vehicle Branch Office,Chrysler,Concorde,Auto,Black,12000,78758-7841,Hardtop,7229673,Austin,10%,"$1,200.00",
2036-03-01,Jalen,Male,910000,Enterprise Rent A Car,Buick,LeSabre,Manual,Black,20000,60504-7114,Sedan,7330559,Aurora,10%,"$2,000.00",
2036-03-02,Jamal,Male,401500,Gartner Buick Hyundai Saab,Mercury,Grand Marquis,Auto,Black,9500,38701-8047,SUV,8461815,Greenville,10%,$950.00,
2036-03-03,Jamari,Male,13500,Hatfield Volkswagen,Jeep,Grand Cherokee,Manual,Pale White,15000,99301-3882,SUV,7815197,Pasco,10%,"$1,500.00",
2036-03-04,Jamel,Male,760000,Iceberg Rentals,Mitsubishi,Diamante,Manual,Red,19000,53546-9427,Hatchback,8058640,Janesville,10%,"$1,900.00",
2036-03-05,James,Male,13500,McKinney Dodge Chrysler Jeep,Buick,Regal,Auto,Black,19000,85257-3102,Passenger,6787090,Scottsdale,10%,"$1,900.00",
2036-03-06,Aryeh,Male,13500,Rabun Used Car Sales,Ford,Focus,Manual,Black,49000,85257-3102,Hardtop,6245731,Austin,10%,"$4,900.00",
2036-03-07,Avrum,Male,13500,Progressive Shippers Cooperative Association No,Saturn,SC,Auto,Black,33000,53546-9427,Hardtop,8444779,Janesville,10%,"$3,300.00",
2036-03-08,Jayce,Male,550000,New Castle Ford Lincoln Mercury,Cadillac,Eldorado,Auto,Black,60000,60504-7114,Passenger,6390748,Aurora,10%,"$6,000.00",
2036-03-09,Jayceon,Male,520000,Pars Auto Sales,Ford,Windstar,Auto,Pale White,19000,38701-8047,Sedan,8744350,Greenville,10%,"$1,900.00",
2036-03-10,Isabelle,Female,1300000,Progressive Shippers Cooperative Association No,Pontiac,Sunfire,Auto,Black,18000,53546-9427,Sedan,7504213,Scottsdale,10%,"$1,800.00",
2036-03-11,Ivy,Female,1010000,Rabun Used Car Sales,Audi,A6,Manual,Black,15000,85257-3102,SUV,6993909,Austin,10%,"$1,500.00",
2036-03-12,Janice,Male,312000,Race Car Help,Chrysler,Sebring Coupe,Manual,Black,12000,78758-7841,Sedan,6022783,Janesville,10%,"$1,200.00",
2036-03-13,Jannat,Male,1010000,Ryder Truck Rental and Leasing,Cadillac,Escalade,Auto,Black,28000,06457-3834,Sedan,8699210,Scottsdale,10%,"$2,800.00",
2036-03-14,Jasmine,Male,13500,Saab-Belle Dodge,Jeep,Wrangler,Manual,Red,13000,60504-7114,Hatchback,8790906,Austin,10%,"$1,300.00",
2036-03-15,Jennifer,Male,763000,Scrivener Performance Engineering,Acura,TL,Auto,Red,16000,38701-8047,Hatchback,7091293,Middletown,10%,"$1,600.00",
2036-03-16,Jenny,Male,1100000,Star Enterprises Inc,Chrysler,300M,Auto,Pale White,22000,99301-3882,SUV,6382988,Aurora,10%,"$2,200.00",
2036-03-17,Jessica,Male,687000,Suburban Ford,Jeep,Grand Cherokee,Manual,Black,19000,53546-9427,SUV,7037263,Greenville,10%,"$1,900.00",
2036-03-18,Joanna,Male,680000,Tri-State Mack Inc,Toyota,Camry,Manual,Black,29000,85257-3102,Hatchback,6259674,Pasco,10%,"$2,900.00",
2036-03-19,Jocelyn,Male,755000,U-Haul CO,Volvo,S80,Manual,Red,25000,78758-7841,Sedan,7973288,Janesville,10%,"$2,500.00",
2036-03-20,Jolin,Male,1100000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,Manual,Pale White,54000,06457-3834,Sedan,8083121,Scottsdale,10%,"$5,400.00",
2036-03-21,Joy,Female,481000,C & M Motors Inc,Chevrolet,Camaro,Auto,Red,24000,60504-7114,Sedan,7283780,Austin,10%,"$2,400.00",
2036-03-22,Joyce,Male,918000,Capitol KIA,Lexus,LS400,Auto,Black,22000,38701-8047,Sedan,8788973,Middletown,10%,"$2,200.00",
2036-03-23,Judy,Male,1523500,Chrysler of Tri-Cities,Dodge,Ram Wagon,Auto,Black,22350,99301-3882,Passenger,6004830,Aurora,10%,"$2,235.00",
2036-03-24,Kate,Male,1575000,Star Enterprises Inc,Honda,Civic,Manual,Black,43500,99301-3882,Hatchback,6512149,Pasco,10%,"$4,350.00",
2036-03-25,Katelyn,Male,1505000,Suburban Ford,Mercedes-B,SL-Class,Manual,Pale White,26500,53546-9427,SUV,6987589,Janesville,10%,"$2,650.00",
2036-03-26,Katherine,Male,13500,Tri-State Mack Inc,Acura,TL,Auto,Black,28000,85257-3102,Hatchback,8819116,Scottsdale,10%,"$2,800.00",
2036-03-27,Katie,Female,920000,U-Haul CO,Ford,Crown Victoria,Manual,Pale White,20000,78758-7841,Passenger,7559840,Austin,10%,"$2,000.00",
2036-03-28,Kayla,Male,1572000,Progressive Shippers Cooperative Association No,Lexus,LS400,Auto,Black,22200,53546-9427,Sedan,6581588,Janesville,10%,"$2,220.00",
2036-03-29,Kaylee,Male,13500,Rabun Used Car Sales,Ford,F-Series,Manual,Pale White,14000,85257-3102,Passenger,6878733,Scottsdale,10%,"$1,400.00",
2036-03-30,Kelly,Male,13500,Progressive Shippers Cooperative Association No,Chevrolet,Camaro,Auto,Black,41000,53546-9427,Sedan,6367146,Janesville,10%,"$4,100.00",
2036-03-31,Jacqueline,Male,13500,C & M Motors Inc,Volkswagen,Passat,Auto,Black,9000,60504-7114,Hatchback,8731254,Aurora,10%,$900.00,
2036-04-01,Benjamin,Male,13500,Progressive Shippers Cooperative Association No,Plymouth,Breeze,Auto,Red,39000,53546-9427,Hardtop,8117262,Janesville,10%,"$3,900.00",
2036-04-02,Jana,Male,609000,Chrysler of Tri-Cities,Chevrolet,Metro,Auto,Pale White,19000,99301-3882,Passenger,6827000,Pasco,10%,"$1,900.00",
2036-04-03,Jane,Female,830000,Chrysler Plymouth,Mercedes-B,C-Class,Manual,Pale White,12000,53546-9427,Hatchback,8370339,Janesville,10%,"$1,200.00",
2036-04-04,Blake,Female,470000,Rabun Used Car Sales,Plymouth,Breeze,Auto,Pale White,22000,85257-3102,Hardtop,8832865,Austin,10%,"$2,200.00",
2036-04-05,Jenna,Female,895000,Clay Johnson Auto Sales,Dodge,Ram Van,Auto,Black,60000,78758-7841,Hatchback,8159159,Austin,10%,"$6,000.00",
2036-04-06,Theo,Male,720000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Prizm,Manual,Pale White,22000,06457-3834,Hardtop,8815908,Middletown,10%,"$2,200.00",
2036-04-07,Melanie,Male,653000,Chrysler Plymouth,Saab,3-Sep,Auto,Black,26001,53546-9427,Sedan,7187409,Janesville,10%,"$2,600.10",
2036-04-08,Mia,Male,13500,Classic Chevy,Plymouth,Prowler,Manual,Red,71001,85257-3102,Hatchback,8346463,Scottsdale,10%,"$7,100.10",
2036-04-09,Michaela,Male,13500,Clay Johnson Auto Sales,Chevrolet,Malibu,Manual,Pale White,41001,78758-7841,SUV,6450616,Austin,10%,"$4,100.10",
2036-04-10,Michal,Male,640000,Diehl Motor CO Inc,Buick,LeSabre,Manual,Black,20001,06457-3834,Sedan,6569828,Middletown,10%,"$2,000.10",
2036-04-11,Michelle,Female,13500,Enterprise Rent A Car,Audi,A6,Manual,Pale White,24001,60504-7114,SUV,6506637,Aurora,10%,"$2,400.10",
2036-04-12,Mikayla,Male,820000,Gartner Buick Hyundai Saab,Honda,CR-V,Auto,Black,31001,38701-8047,SUV,7161429,Greenville,10%,"$3,100.10",
2036-04-13,Mila,Male,1250000,Hatfield Volkswagen,Chrysler,LHS,Auto,Pale White,20001,99301-3882,Hatchback,8509693,Pasco,10%,"$2,000.10",
2036-04-14,Jayden,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Diamante,Auto,Pale White,21000,99301-3882,Hatchback,7545742,Pasco,10%,"$2,100.00",
